,hot_line,ram,screen_size,cpu_speed,hard_disk,cd_rom,cache,color_of_unit,availability,warranty,software,guarantee,price,task
1516,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,75
1517,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,75
1518,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,75
1519,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,75
1520,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,76
1521,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,76
1522,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,76
1523,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,76
1524,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,76
1525,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,76
1526,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,76
1527,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,76
1528,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,76
1529,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,76
1530,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,76
1531,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76
1532,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,76
1533,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,76
1534,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,76
1535,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,76
1536,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,76
1537,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,76
1538,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,76
1539,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,76
1540,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,77
1541,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,77
1542,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,77
1543,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,77
1544,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,77
1545,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,77
1546,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,77
1547,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,77
1548,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,77
1549,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,77
1550,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,77
1551,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77
1552,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,77
1553,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,77
1554,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,77
1555,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,77
1556,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,77
1557,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,77
1558,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,77
1559,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,77
1560,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,78
1561,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,78
1562,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,78
1563,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,78
1564,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,78
1565,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,78
1566,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,78
1567,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,78
1568,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,78
1569,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,78
1570,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,78
1571,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78
1572,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,78
1573,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,78
1574,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,78
1575,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,78
1576,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,78
1577,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,78
1578,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,78
1579,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,78
1580,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,79
1581,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,79
1582,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,79
1583,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,79
1584,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,79
1585,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,79
1586,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,79
1587,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,79
1588,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,79
1589,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,79
1590,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,79
1591,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79
1592,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,79
1593,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,79
1594,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,79
1595,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,79
1596,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,79
1597,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,79
1598,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,79
1599,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,79
1600,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,80
1601,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,80
1602,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,80
1603,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,80
1604,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,80
1605,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,80
1606,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,80
1607,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,80
1608,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,80
1609,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,80
1610,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,80
1611,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
1612,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,80
1613,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,80
1614,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,80
1615,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,80
1616,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,80
1617,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,80
1618,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,80
1619,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,80
1620,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,81
1621,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,81
1622,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,81
1623,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,81
1624,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,81
1625,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,81
1626,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,81
1627,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,81
1628,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,81
1629,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,81
1630,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,81
1631,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81
1632,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,81
1633,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,81
1634,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,81
1635,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,81
1636,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,81
1637,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,81
1638,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,81
1639,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,81
1640,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,82
1641,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,82
1642,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,82
1643,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,82
1644,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,82
1645,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,82
1646,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,82
1647,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,82
1648,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,82
1649,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,82
1650,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,82
1651,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82
1652,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,82
1653,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,82
1654,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,82
1655,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,82
1656,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,82
1657,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,82
1658,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,82
1659,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,82
1660,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,83
1661,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,83
1662,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,83
1663,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,83
1664,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,83
1665,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,83
1666,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,83
1667,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,83
1668,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,83
1669,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,83
1670,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,83
1671,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83
1672,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,83
1673,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,83
1674,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,83
1675,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,83
1676,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,83
1677,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,83
1678,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,83
1679,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,83
1680,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,84
1681,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,84
1682,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,84
1683,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,84
1684,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,84
1685,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,84
1686,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,84
1687,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,84
1688,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,84
1689,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,84
1690,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,84
1691,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84
1692,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,84
1693,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,84
1694,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,84
1695,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,84
1696,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,84
1697,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,84
1698,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,84
1699,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,84
1700,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,85
1701,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,85
1702,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,85
1703,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,85
1704,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,85
1705,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,85
1706,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,85
1707,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,85
1708,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,85
1709,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,85
1710,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,85
1711,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85
1712,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,85
1713,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,85
1714,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,85
1715,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,85
1716,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,85
1717,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,85
1718,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,85
1719,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,85
1720,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,86
1721,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,86
1722,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,86
1723,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,86
1724,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,86
1725,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,86
1726,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,86
1727,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,86
1728,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,86
1729,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,86
1730,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,86
1731,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86
1732,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,86
1733,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,86
1734,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,86
1735,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,86
1736,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,86
1737,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,86
1738,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,86
1739,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,86
1740,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,87
1741,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,87
1742,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,87
1743,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,87
1744,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,87
1745,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,87
1746,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,87
1747,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,87
1748,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,87
1749,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,87
1750,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,87
1751,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87
1752,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,87
1753,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,87
1754,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,87
1755,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,87
1756,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,87
1757,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,87
1758,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,87
1759,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,87
1760,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,88
1761,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,88
1762,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,88
1763,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,88
1764,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,88
1765,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,88
1766,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,88
1767,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,88
1768,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,88
1769,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,88
1770,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,88
1771,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88
1772,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,88
1773,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,88
1774,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,88
1775,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,88
1776,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,88
1777,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,88
1778,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,88
1779,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,88
1780,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,89
1781,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,89
1782,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,89
1783,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,89
1784,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,89
1785,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,89
1786,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,89
1787,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,89
1788,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,89
1789,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,89
1790,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,89
1791,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89
1792,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,89
1793,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,89
1794,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,89
1795,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,89
1796,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,89
1797,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,89
1798,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,89
1799,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,89
1800,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,90
1801,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,90
1802,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,90
1803,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,90
1804,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,90
1805,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,90
1806,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,90
1807,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,90
1808,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,90
1809,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,90
1810,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,90
1811,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90
1812,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,90
1813,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,90
1814,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,90
1815,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,90
1816,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,90
1817,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,90
1818,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,90
1819,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,90
1820,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,91
1821,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,91
1822,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,91
1823,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,91
1824,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,91
1825,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,91
1826,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,91
1827,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,91
1828,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,91
1829,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,91
1830,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,91
1831,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91
1832,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,91
1833,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,91
1834,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,91
1835,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,91
1836,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,91
1837,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,91
1838,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,91
1839,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,91
1840,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,92
1841,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,92
1842,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,92
1843,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,92
1844,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,92
1845,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,92
1846,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,92
1847,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,92
1848,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,92
1849,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,92
1850,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,92
1851,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92
1852,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,92
1853,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,92
1854,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,92
1855,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,92
1856,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,92
1857,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,92
1858,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,92
1859,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,92
1860,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,93
1861,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,93
1862,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,93
1863,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,93
1864,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,93
1865,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,93
1866,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,93
1867,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,93
1868,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,93
1869,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,93
1870,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,93
1871,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93
1872,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,93
1873,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,93
1874,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,93
1875,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,93
1876,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,93
1877,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,93
1878,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,93
1879,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,93
1880,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,94
1881,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,94
1882,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,94
1883,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,94
1884,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,94
1885,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,94
1886,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,94
1887,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,94
1888,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,94
